,rent,location,bedroom,bathroom,toilet,parking
5714,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5715,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5716,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5719,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5720,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5721,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5722,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5723,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5724,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5725,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5726,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5727,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5728,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5729,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5730,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5731,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5732,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5733,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5734,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5735,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5736,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5737,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5740,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5741,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5742,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5743,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5744,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5745,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5746,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5747,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5748,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5749,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5750,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5751,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5752,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5753,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5754,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
5755,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5756,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5757,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5758,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5761,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5762,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5763,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5764,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5765,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5766,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5767,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5768,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5769,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5770,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5771,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5772,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5773,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5774,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5775,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
5776,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5777,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5778,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5779,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5782,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5783,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5784,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5785,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5786,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5787,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5788,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5789,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5790,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5791,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5792,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5793,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5794,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5795,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5797,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5798,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5799,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5800,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5803,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5804,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5805,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5806,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5807,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5808,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5809,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5810,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5811,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5812,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5813,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5814,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5815,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5816,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5817,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
5818,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5819,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5820,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5821,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5824,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5825,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5826,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5827,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5828,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5829,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5830,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5831,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5832,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5833,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5834,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5835,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5836,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5837,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5838,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
5839,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5840,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5841,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5842,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5845,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5846,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5847,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5848,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5849,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5850,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5851,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5852,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5853,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5854,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5855,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5856,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5857,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5858,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5860,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5861,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5862,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5863,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5866,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5867,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5868,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5869,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5870,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5871,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5872,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5873,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5874,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5875,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5876,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5877,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5878,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5879,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5880,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
5881,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5882,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5883,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5884,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5887,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5888,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5889,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5890,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5891,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5892,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5893,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5894,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5895,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5896,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5897,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5898,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5899,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5900,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5901,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
5902,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5903,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5904,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5905,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5908,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5909,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5910,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5911,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5912,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5913,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5914,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5915,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5916,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5917,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5918,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5919,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5920,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5921,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5922,900000, Bakare Estate Agungi Lekki Lagos,1.0,1.0,1.0,0.0
5923,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5924,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5925,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5926,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5929,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5930,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5931,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5932,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5933,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5934,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5935,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5936,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5937,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5938,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5939,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5940,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5941,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5942,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5944,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5945,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5946,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5947,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5950,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5951,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5952,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5953,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5954,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5955,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5956,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5957,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5958,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5959,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5960,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5961,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5962,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5963,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5964,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
5965,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5966,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5967,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5968,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5971,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5972,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5973,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5974,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5975,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5976,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5977,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5978,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5979,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5980,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5981,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5982,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5983,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5984,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5985,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5986,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5987,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5988,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5989,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5992,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5993,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5994,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5995,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5996,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5997,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5998,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5999,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
6000,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
6001,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
6002,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
6003,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
6004,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
6005,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
6006,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
6007,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
6008,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
6009,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6010,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6013,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
6014,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
6015,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
6016,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
6017,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
6018,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
6019,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
6020,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
6021,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
6022,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
6023,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
6024,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
6025,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
6026,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
6027,900000, Bakare Estate Agungi Lekki Lagos,1.0,1.0,1.0,0.0
6028,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
6029,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
6030,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6031,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6034,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
6035,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
6036,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
6037,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
6038,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
6039,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
6040,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
6041,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
6042,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
6043,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
6044,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
6045,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
6046,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
6047,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
6049,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
6050,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
6051,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6052,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6055,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
6056,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
6057,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
6058,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
6059,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
6060,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
6061,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
6062,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
6063,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
6064,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
6065,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
6066,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
6067,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
6068,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
6069,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
6070,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
6071,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
6072,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6073,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
6076,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
6077,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
