,rent,location,bedroom,bathroom,toilet,parking
5353,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5354,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5355,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
5356,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5357,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5358,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5359,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5362,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5363,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5364,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5365,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5366,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5367,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5368,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5369,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5370,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5371,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5372,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5373,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5374,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5375,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5377,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5378,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5379,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5380,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5383,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5384,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5385,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5386,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5387,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5388,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5389,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5390,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5391,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5392,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5393,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5394,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5395,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5396,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5397,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5398,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5399,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5400,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5401,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5404,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5405,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5406,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5407,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5408,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5409,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5410,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5411,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5412,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5413,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5414,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5415,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5416,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5417,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5418,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5419,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5420,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5421,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5422,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5425,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5426,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5427,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5428,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5429,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5430,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5431,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5432,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5433,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5434,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5435,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5436,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5437,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5438,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5439,900000, Bakare Estate Agungi Lekki Lagos,1.0,1.0,1.0,0.0
5440,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5441,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5442,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5443,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5446,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5447,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5448,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5449,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5450,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5451,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5452,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5453,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5454,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5455,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5456,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5457,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5458,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5459,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5460,900000, Bakare Estate Agungi Lekki Lagos,1.0,1.0,1.0,0.0
5461,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5462,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5463,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5464,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5467,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5468,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5469,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5470,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5471,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5472,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5473,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5474,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5475,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5476,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5477,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5478,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5479,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5480,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5481,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5482,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5483,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5484,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5485,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5488,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5489,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5490,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5491,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5492,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5493,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5494,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5495,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5496,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5497,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5498,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5499,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5500,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5501,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5502,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
5503,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5504,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5505,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5506,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5509,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5510,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5511,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5512,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5513,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5514,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5515,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5516,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5517,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5518,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5519,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5520,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5521,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5522,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5523,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
5524,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5525,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5526,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5527,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5530,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5531,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5532,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5533,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5534,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5535,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5536,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5537,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5538,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5539,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5540,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5541,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5542,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5543,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5544,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5545,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5546,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5547,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5548,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5551,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5552,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5553,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5554,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5555,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5556,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5557,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5558,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5559,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5560,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5561,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5562,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5563,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5564,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5565,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
5566,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5567,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5568,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5569,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5572,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5573,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5574,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5575,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5576,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5577,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5578,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5579,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5580,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5581,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5582,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5583,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5584,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5585,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5586,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5587,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5588,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5589,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5590,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5593,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5594,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5595,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5596,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5597,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5598,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5599,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5600,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5601,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5602,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5603,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5604,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5605,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5606,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5607,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5608,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5609,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5610,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5611,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5614,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5615,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5616,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5617,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5618,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5619,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5620,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5621,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5622,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5623,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5624,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5625,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5626,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5627,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5628,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
5629,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5630,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5631,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5632,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5635,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5636,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5637,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5638,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5639,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5640,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5641,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5642,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5643,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5644,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5645,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5646,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5647,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5648,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5649,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
5650,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5651,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5652,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5653,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5656,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5657,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5658,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5659,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5660,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5661,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5662,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5663,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5664,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5665,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5666,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5667,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5668,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5669,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5670,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
5671,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5672,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5673,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5674,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5677,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5678,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5679,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5680,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5681,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5682,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5683,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5684,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5685,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5686,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5687,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5688,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5689,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5690,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5692,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
5693,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
5694,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5695,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
5698,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
5699,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
5700,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
5701,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
5702,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
5703,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
5704,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
5705,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
5706,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
5707,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
5708,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
5709,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
5710,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
5711,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
5712,900000, Bakare Estate Agungi Lekki Lagos,1.0,1.0,1.0,0.0
5713,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
